country,date,total_vaccinations,vaccines
Ireland,30/1/21,,Pfizer/BioNTech
Ireland,31/1/21,199800,Pfizer/BioNTech
Ireland,1/2/21,,Pfizer/BioNTech
Ireland,2/2/21,,Pfizer/BioNTech
Ireland,3/2/21,219200,Pfizer/BioNTech
Isle of Man,21/1/21,3558,Pfizer/BioNTech
Isle of Man,22/1/21,3648,Pfizer/BioNTech
Isle of Man,23/1/21,,Pfizer/BioNTech
Isle of Man,24/1/21,,Pfizer/BioNTech
Isle of Man,25/1/21,4209,Pfizer/BioNTech
Isle of Man,26/1/21,4886,Pfizer/BioNTech
Isle of Man,27/1/21,5587,Pfizer/BioNTech
Isle of Man,28/1/21,6281,Pfizer/BioNTech
Isle of Man,29/1/21,6859,Pfizer/BioNTech
Isle of Man,30/1/21,,Pfizer/BioNTech
Isle of Man,31/1/21,,Pfizer/BioNTech
Isle of Man,1/2/21,,Pfizer/BioNTech
Isle of Man,2/2/21,8302,Pfizer/BioNTech
Isle of Man,3/2/21,9563,Pfizer/BioNTech
Isle of Man,4/2/21,10213,Pfizer/BioNTech
Isle of Man,5/2/21,10224,Pfizer/BioNTech
Isle of Man,6/2/21,10852,Pfizer/BioNTech
Israel,19/12/20,57,"Moderna, Pfizer/BioNTech"
Israel,20/12/20,7371,"Moderna, Pfizer/BioNTech"
Israel,21/12/20,32131,"Moderna, Pfizer/BioNTech"
Israel,22/12/20,76486,"Moderna, Pfizer/BioNTech"
Israel,23/12/20,138675,"Moderna, Pfizer/BioNTech"
Israel,24/12/20,211323,"Moderna, Pfizer/BioNTech"
Israel,25/12/20,249317,"Moderna, Pfizer/BioNTech"
Israel,26/12/20,281348,"Moderna, Pfizer/BioNTech"
Israel,27/12/20,384709,"Moderna, Pfizer/BioNTech"
Israel,28/12/20,517714,"Moderna, Pfizer/BioNTech"
Israel,29/12/20,671664,"Moderna, Pfizer/BioNTech"
Israel,30/12/20,822134,"Moderna, Pfizer/BioNTech"
Israel,31/12/20,978720,"Moderna, Pfizer/BioNTech"
Israel,1/1/21,1049298,"Moderna, Pfizer/BioNTech"
Israel,2/1/21,1120248,"Moderna, Pfizer/BioNTech"
Israel,3/1/21,1267286,"Moderna, Pfizer/BioNTech"
Israel,4/1/21,1407048,"Moderna, Pfizer/BioNTech"
Israel,5/1/21,1530050,"Moderna, Pfizer/BioNTech"
Israel,6/1/21,1630829,"Moderna, Pfizer/BioNTech"
Israel,7/1/21,1744581,"Moderna, Pfizer/BioNTech"
Israel,8/1/21,1809926,"Moderna, Pfizer/BioNTech"
Israel,9/1/21,1853885,"Moderna, Pfizer/BioNTech"
Israel,10/1/21,1896743,"Moderna, Pfizer/BioNTech"
Israel,11/1/21,1936101,"Moderna, Pfizer/BioNTech"
Israel,12/1/21,1994908,"Moderna, Pfizer/BioNTech"
Israel,13/1/21,2101882,"Moderna, Pfizer/BioNTech"
Israel,14/1/21,2224931,"Moderna, Pfizer/BioNTech"
Israel,15/1/21,2290466,"Moderna, Pfizer/BioNTech"
Israel,16/1/21,2345103,"Moderna, Pfizer/BioNTech"
Israel,17/1/21,2495749,"Moderna, Pfizer/BioNTech"
Israel,18/1/21,2682714,"Moderna, Pfizer/BioNTech"
Israel,19/1/21,2890068,"Moderna, Pfizer/BioNTech"
Israel,20/1/21,3107772,"Moderna, Pfizer/BioNTech"
Israel,21/1/21,3338817,"Moderna, Pfizer/BioNTech"
Israel,22/1/21,3446793,"Moderna, Pfizer/BioNTech"
Israel,23/1/21,3539618,"Moderna, Pfizer/BioNTech"
Israel,24/1/21,3746949,"Moderna, Pfizer/BioNTech"
Israel,25/1/21,3964524,"Moderna, Pfizer/BioNTech"
Israel,26/1/21,4166408,"Moderna, Pfizer/BioNTech"
Israel,27/1/21,4367274,"Moderna, Pfizer/BioNTech"
Israel,28/1/21,4575830,"Moderna, Pfizer/BioNTech"
Israel,29/1/21,4676512,"Moderna, Pfizer/BioNTech"
Israel,30/1/21,4753172,"Moderna, Pfizer/BioNTech"
Israel,31/1/21,4885123,"Moderna, Pfizer/BioNTech"
Israel,1/2/21,5001967,"Moderna, Pfizer/BioNTech"
Israel,2/2/21,5102109,"Moderna, Pfizer/BioNTech"
Israel,3/2/21,5209744,"Moderna, Pfizer/BioNTech"
Israel,4/2/21,5337320,"Moderna, Pfizer/BioNTech"
Israel,5/2/21,5399405,"Moderna, Pfizer/BioNTech"
Israel,6/2/21,5441637,"Moderna, Pfizer/BioNTech"
Italy,27/12/20,7011,"Moderna, Pfizer/BioNTech"
Italy,28/12/20,7981,"Moderna, Pfizer/BioNTech"
Italy,29/12/20,8902,"Moderna, Pfizer/BioNTech"
Italy,30/12/20,13514,"Moderna, Pfizer/BioNTech"
Italy,31/12/20,38719,"Moderna, Pfizer/BioNTech"
Italy,1/1/21,49745,"Moderna, Pfizer/BioNTech"
Italy,2/1/21,88171,"Moderna, Pfizer/BioNTech"
Italy,3/1/21,123211,"Moderna, Pfizer/BioNTech"
Italy,4/1/21,191414,"Moderna, Pfizer/BioNTech"
Italy,5/1/21,270745,"Moderna, Pfizer/BioNTech"
Italy,6/1/21,335750,"Moderna, Pfizer/BioNTech"
Italy,7/1/21,427343,"Moderna, Pfizer/BioNTech"
Italy,8/1/21,522434,"Moderna, Pfizer/BioNTech"
Italy,9/1/21,609165,"Moderna, Pfizer/BioNTech"
Italy,10/1/21,669383,"Moderna, Pfizer/BioNTech"
Italy,11/1/21,749824,"Moderna, Pfizer/BioNTech"
Italy,12/1/21,830678,"Moderna, Pfizer/BioNTech"
Italy,13/1/21,923433,"Moderna, Pfizer/BioNTech"
Italy,14/1/21,1015285,"Moderna, Pfizer/BioNTech"
Italy,15/1/21,1102966,"Moderna, Pfizer/BioNTech"
Italy,16/1/21,1166616,"Moderna, Pfizer/BioNTech"
Italy,17/1/21,1202513,"Moderna, Pfizer/BioNTech"
Italy,18/1/21,1244123,"Moderna, Pfizer/BioNTech"
Italy,19/1/21,1275911,"Moderna, Pfizer/BioNTech"
Italy,20/1/21,1305196,"Moderna, Pfizer/BioNTech"
Italy,21/1/21,1339525,"Moderna, Pfizer/BioNTech"
Italy,22/1/21,1365131,"Moderna, Pfizer/BioNTech"
Italy,23/1/21,1403360,"Moderna, Pfizer/BioNTech"
Italy,24/1/21,1436897,"Moderna, Pfizer/BioNTech"
Italy,25/1/21,1504980,"Moderna, Pfizer/BioNTech"
Italy,26/1/21,1584201,"Moderna, Pfizer/BioNTech"
Italy,27/1/21,1654062,"Moderna, Pfizer/BioNTech"
Italy,28/1/21,1746416,"Moderna, Pfizer/BioNTech"
Italy,29/1/21,1842358,"Moderna, Pfizer/BioNTech"
Italy,30/1/21,1930823,"Moderna, Pfizer/BioNTech"
Italy,31/1/21,1989693,"Moderna, Pfizer/BioNTech"
Italy,1/2/21,2072831,"Moderna, Pfizer/BioNTech"
Italy,2/2/21,2158043,"Moderna, Pfizer/BioNTech"
Italy,3/2/21,2253998,"Moderna, Pfizer/BioNTech"
Italy,4/2/21,2354382,"Moderna, Pfizer/BioNTech"
Italy,5/2/21,2448869,"Moderna, Pfizer/BioNTech"
Italy,6/2/21,2517090,"Moderna, Pfizer/BioNTech"
Jersey,24/1/21,11385,Pfizer/BioNTech
Jersey,25/1/21,,Pfizer/BioNTech
Jersey,26/1/21,,Pfizer/BioNTech
Jersey,27/1/21,,Pfizer/BioNTech
Jersey,28/1/21,,Pfizer/BioNTech
Jersey,29/1/21,,Pfizer/BioNTech
Jersey,30/1/21,,Pfizer/BioNTech
Jersey,31/1/21,14838,Pfizer/BioNTech
Kuwait,28/12/20,2500,Pfizer/BioNTech
Kuwait,29/12/20,,Pfizer/BioNTech
Kuwait,30/12/20,,Pfizer/BioNTech
Kuwait,31/12/20,,Pfizer/BioNTech
Kuwait,1/1/21,,Pfizer/BioNTech
Kuwait,2/1/21,,Pfizer/BioNTech
Kuwait,3/1/21,,Pfizer/BioNTech
Kuwait,4/1/21,,Pfizer/BioNTech
Kuwait,5/1/21,,Pfizer/BioNTech
Kuwait,6/1/21,,Pfizer/BioNTech
Kuwait,7/1/21,,Pfizer/BioNTech
Kuwait,8/1/21,,Pfizer/BioNTech
Kuwait,9/1/21,,Pfizer/BioNTech
Kuwait,10/1/21,,Pfizer/BioNTech
Kuwait,11/1/21,,Pfizer/BioNTech
Kuwait,12/1/21,,Pfizer/BioNTech
Kuwait,13/1/21,,Pfizer/BioNTech
Kuwait,14/1/21,,Pfizer/BioNTech
Kuwait,15/1/21,,Pfizer/BioNTech
Kuwait,16/1/21,,Pfizer/BioNTech
Kuwait,17/1/21,,Pfizer/BioNTech
Kuwait,18/1/21,,Pfizer/BioNTech
Kuwait,19/1/21,,Pfizer/BioNTech
Kuwait,20/1/21,,Pfizer/BioNTech
Kuwait,21/1/21,,Pfizer/BioNTech
Kuwait,22/1/21,,Pfizer/BioNTech
Kuwait,23/1/21,,Pfizer/BioNTech
Kuwait,24/1/21,,Pfizer/BioNTech
Kuwait,25/1/21,,Pfizer/BioNTech
Kuwait,26/1/21,35000,Pfizer/BioNTech
Latvia,28/12/20,,Pfizer/BioNTech
Latvia,29/12/20,,Pfizer/BioNTech
Latvia,30/12/20,,Pfizer/BioNTech
Latvia,4/1/21,,Pfizer/BioNTech
Latvia,5/1/21,,Pfizer/BioNTech
Latvia,6/1/21,,Pfizer/BioNTech
Latvia,7/1/21,,Pfizer/BioNTech
Latvia,8/1/21,,Pfizer/BioNTech
Latvia,9/1/21,,Pfizer/BioNTech
Latvia,10/1/21,,Pfizer/BioNTech
Latvia,11/1/21,,Pfizer/BioNTech
Latvia,12/1/21,,Pfizer/BioNTech
Latvia,13/1/21,,Pfizer/BioNTech
Latvia,14/1/21,,Pfizer/BioNTech
Latvia,15/1/21,,Pfizer/BioNTech
Latvia,16/1/21,,Pfizer/BioNTech
Latvia,17/1/21,,Pfizer/BioNTech
Latvia,18/1/21,16794,Pfizer/BioNTech
Latvia,19/1/21,17670,Pfizer/BioNTech
Latvia,20/1/21,18440,Pfizer/BioNTech
Latvia,21/1/21,18719,Pfizer/BioNTech
Latvia,22/1/21,18932,Pfizer/BioNTech
Latvia,23/1/21,,Pfizer/BioNTech
Latvia,24/1/21,,Pfizer/BioNTech
Latvia,25/1/21,19724,Pfizer/BioNTech
Latvia,26/1/21,20572,Pfizer/BioNTech
Latvia,27/1/21,21390,Pfizer/BioNTech
Latvia,28/1/21,22169,Pfizer/BioNTech
Latvia,29/1/21,23131,Pfizer/BioNTech
Latvia,30/1/21,23439,Pfizer/BioNTech
Latvia,31/1/21,,Pfizer/BioNTech
Latvia,1/2/21,24959,Pfizer/BioNTech
Latvia,2/2/21,26767,Pfizer/BioNTech
Latvia,3/2/21,28384,Pfizer/BioNTech
Latvia,4/2/21,29879,Pfizer/BioNTech
Latvia,5/2/21,31324,Pfizer/BioNTech
Latvia,6/2/21,31815,Pfizer/BioNTech
Liechtenstein,3/2/21,833,"Moderna, Pfizer/BioNTech"
Lithuania,27/12/20,2418,"Moderna, Pfizer/BioNTech"
Lithuania,28/12/20,5203,"Moderna, Pfizer/BioNTech"
Lithuania,29/12/20,8189,"Moderna, Pfizer/BioNTech"
Lithuania,30/12/20,9722,"Moderna, Pfizer/BioNTech"
Lithuania,31/12/20,9747,"Moderna, Pfizer/BioNTech"
Lithuania,1/1/21,,"Moderna, Pfizer/BioNTech"
Lithuania,2/1/21,,"Moderna, Pfizer/BioNTech"
Lithuania,3/1/21,,"Moderna, Pfizer/BioNTech"
Lithuania,4/1/21,,"Moderna, Pfizer/BioNTech"
Lithuania,5/1/21,10369,"Moderna, Pfizer/BioNTech"
Lithuania,6/1/21,13866,"Moderna, Pfizer/BioNTech"
Lithuania,7/1/21,18020,"Moderna, Pfizer/BioNTech"
Lithuania,8/1/21,23190,"Moderna, Pfizer/BioNTech"
Lithuania,9/1/21,23494,"Moderna, Pfizer/BioNTech"
Lithuania,10/1/21,23497,"Moderna, Pfizer/BioNTech"
Lithuania,11/1/21,25703,"Moderna, Pfizer/BioNTech"
Lithuania,12/1/21,27788,"Moderna, Pfizer/BioNTech"
Lithuania,13/1/21,33934,"Moderna, Pfizer/BioNTech"
Lithuania,14/1/21,42556,"Moderna, Pfizer/BioNTech"
Lithuania,15/1/21,49811,"Moderna, Pfizer/BioNTech"
Lithuania,16/1/21,50900,"Moderna, Pfizer/BioNTech"
Lithuania,17/1/21,52030,"Moderna, Pfizer/BioNTech"
Lithuania,18/1/21,56525,"Moderna, Pfizer/BioNTech"
Lithuania,19/1/21,62793,"Moderna, Pfizer/BioNTech"
Lithuania,20/1/21,66262,"Moderna, Pfizer/BioNTech"
Lithuania,21/1/21,67760,"Moderna, Pfizer/BioNTech"
Lithuania,22/1/21,68116,"Moderna, Pfizer/BioNTech"
Lithuania,23/1/21,68124,"Moderna, Pfizer/BioNTech"
Lithuania,24/1/21,,"Moderna, Pfizer/BioNTech"
Lithuania,25/1/21,68161,"Moderna, Pfizer/BioNTech"
Lithuania,26/1/21,71254,"Moderna, Pfizer/BioNTech"
Lithuania,27/1/21,78139,"Moderna, Pfizer/BioNTech"
Lithuania,28/1/21,85181,"Moderna, Pfizer/BioNTech"
Lithuania,29/1/21,93189,"Moderna, Pfizer/BioNTech"
Lithuania,30/1/21,93814,"Moderna, Pfizer/BioNTech"
Lithuania,31/1/21,93822,"Moderna, Pfizer/BioNTech"
Lithuania,1/2/21,96696,"Moderna, Pfizer/BioNTech"
Lithuania,2/2/21,100493,"Moderna, Pfizer/BioNTech"
Lithuania,3/2/21,107015,"Moderna, Pfizer/BioNTech"
Lithuania,4/2/21,116523,"Moderna, Pfizer/BioNTech"
Lithuania,5/2/21,123144,"Moderna, Pfizer/BioNTech"
Lithuania,6/2/21,123888,"Moderna, Pfizer/BioNTech"
Luxembourg,30/12/20,1200,Pfizer/BioNTech
Luxembourg,31/12/20,,Pfizer/BioNTech
Luxembourg,1/1/21,,Pfizer/BioNTech
Luxembourg,2/1/21,,Pfizer/BioNTech
Luxembourg,3/1/21,,Pfizer/BioNTech
Luxembourg,4/1/21,,Pfizer/BioNTech
Luxembourg,5/1/21,,Pfizer/BioNTech
Luxembourg,6/1/21,,Pfizer/BioNTech
Luxembourg,7/1/21,,Pfizer/BioNTech
Luxembourg,8/1/21,,Pfizer/BioNTech
Luxembourg,9/1/21,,Pfizer/BioNTech
Luxembourg,10/1/21,,Pfizer/BioNTech
Luxembourg,11/1/21,1943,Pfizer/BioNTech
Luxembourg,12/1/21,2372,Pfizer/BioNTech
Luxembourg,13/1/21,2871,Pfizer/BioNTech
Luxembourg,14/1/21,3233,Pfizer/BioNTech
Luxembourg,15/1/21,,Pfizer/BioNTech
Luxembourg,16/1/21,,Pfizer/BioNTech
Luxembourg,17/1/21,3755,Pfizer/BioNTech
Luxembourg,18/1/21,4569,Pfizer/BioNTech
Luxembourg,19/1/21,5294,Pfizer/BioNTech
Luxembourg,20/1/21,6193,Pfizer/BioNTech
Luxembourg,21/1/21,6897,Pfizer/BioNTech
Luxembourg,22/1/21,,Pfizer/BioNTech
Luxembourg,23/1/21,,Pfizer/BioNTech
Luxembourg,24/1/21,,Pfizer/BioNTech
Luxembourg,25/1/21,8554,Pfizer/BioNTech
Luxembourg,26/1/21,9525,Pfizer/BioNTech
Luxembourg,27/1/21,10449,Pfizer/BioNTech
Luxembourg,28/1/21,11373,Pfizer/BioNTech
Luxembourg,29/1/21,,Pfizer/BioNTech
Luxembourg,30/1/21,,Pfizer/BioNTech
Luxembourg,31/1/21,12428,Pfizer/BioNTech
Luxembourg,1/2/21,13241,Pfizer/BioNTech
Luxembourg,2/2/21,14252,Pfizer/BioNTech
Luxembourg,3/2/21,15407,Pfizer/BioNTech
Luxembourg,4/2/21,16419,Pfizer/BioNTech
Maldives,31/1/21,0,Oxford/AstraZeneca
Maldives,1/2/21,36,Oxford/AstraZeneca
Maldives,2/2/21,,Oxford/AstraZeneca
Maldives,3/2/21,,Oxford/AstraZeneca
Maldives,4/2/21,3204,Oxford/AstraZeneca
Malta,28/12/20,130,Pfizer/BioNTech
Malta,29/12/20,,Pfizer/BioNTech
Malta,30/12/20,,Pfizer/BioNTech
Malta,31/12/20,,Pfizer/BioNTech
Malta,1/1/21,,Pfizer/BioNTech
Malta,2/1/21,,Pfizer/BioNTech
Malta,3/1/21,,Pfizer/BioNTech
Malta,4/1/21,1940,Pfizer/BioNTech
Malta,5/1/21,,Pfizer/BioNTech
Malta,6/1/21,,Pfizer/BioNTech
Malta,7/1/21,,Pfizer/BioNTech
Malta,8/1/21,,Pfizer/BioNTech
Malta,9/1/21,,Pfizer/BioNTech
Malta,10/1/21,,Pfizer/BioNTech
Malta,11/1/21,4870,Pfizer/BioNTech
Malta,12/1/21,,Pfizer/BioNTech
Malta,13/1/21,,Pfizer/BioNTech
Malta,14/1/21,,Pfizer/BioNTech
Malta,15/1/21,9496,Pfizer/BioNTech
Malta,16/1/21,,Pfizer/BioNTech
Malta,17/1/21,11705,Pfizer/BioNTech
Malta,18/1/21,13002,Pfizer/BioNTech
Malta,19/1/21,14276,Pfizer/BioNTech
Malta,20/1/21,15316,Pfizer/BioNTech
Malta,21/1/21,16531,Pfizer/BioNTech
Malta,22/1/21,17767,Pfizer/BioNTech
Malta,23/1/21,18930,Pfizer/BioNTech
Malta,24/1/21,19981,Pfizer/BioNTech
Malta,25/1/21,21172,Pfizer/BioNTech
Malta,26/1/21,22371,Pfizer/BioNTech
Malta,27/1/21,23512,Pfizer/BioNTech
Malta,28/1/21,24680,Pfizer/BioNTech
Malta,29/1/21,25822,Pfizer/BioNTech
Malta,30/1/21,26847,Pfizer/BioNTech
Malta,31/1/21,,Pfizer/BioNTech
Malta,1/2/21,27759,Pfizer/BioNTech
Malta,2/2/21,29002,Pfizer/BioNTech
Malta,3/2/21,30252,Pfizer/BioNTech
Malta,4/2/21,31633,Pfizer/BioNTech
Malta,5/2/21,33477,Pfizer/BioNTech
Malta,6/2/21,35676,Pfizer/BioNTech
Mexico,24/12/20,2924,Pfizer/BioNTech
Mexico,25/12/20,,Pfizer/BioNTech
Mexico,26/12/20,,Pfizer/BioNTech
Mexico,27/12/20,6824,Pfizer/BioNTech
Mexico,28/12/20,9579,Pfizer/BioNTech
Mexico,29/12/20,18529,Pfizer/BioNTech
Mexico,30/12/20,24998,Pfizer/BioNTech
Mexico,31/12/20,,Pfizer/BioNTech
Mexico,1/1/21,,Pfizer/BioNTech
Mexico,2/1/21,,Pfizer/BioNTech
Mexico,3/1/21,,Pfizer/BioNTech
Mexico,4/1/21,43960,Pfizer/BioNTech
Mexico,5/1/21,48236,Pfizer/BioNTech
Mexico,6/1/21,53185,Pfizer/BioNTech
Mexico,7/1/21,58402,Pfizer/BioNTech
Mexico,8/1/21,67468,Pfizer/BioNTech
Mexico,9/1/21,74794,Pfizer/BioNTech
Mexico,10/1/21,81300,Pfizer/BioNTech
Mexico,11/1/21,87060,Pfizer/BioNTech
Mexico,12/1/21,92879,Pfizer/BioNTech
Mexico,13/1/21,192567,Pfizer/BioNTech
Mexico,14/1/21,329983,Pfizer/BioNTech
Mexico,15/1/21,417375,Pfizer/BioNTech
Mexico,16/1/21,463246,Pfizer/BioNTech
Mexico,17/1/21,472142,Pfizer/BioNTech
Mexico,18/1/21,492529,Pfizer/BioNTech
Mexico,19/1/21,498122,Pfizer/BioNTech
Mexico,20/1/21,501030,Pfizer/BioNTech
Mexico,21/1/21,552335,Pfizer/BioNTech
Mexico,22/1/21,614808,Pfizer/BioNTech
Mexico,23/1/21,618768,Pfizer/BioNTech
Mexico,24/1/21,629626,Pfizer/BioNTech
Mexico,25/1/21,645105,Pfizer/BioNTech
Mexico,26/1/21,652319,Pfizer/BioNTech
Mexico,27/1/21,656044,Pfizer/BioNTech
Mexico,28/1/21,657842,Pfizer/BioNTech
Mexico,29/1/21,662217,Pfizer/BioNTech
Mexico,30/1/21,670307,Pfizer/BioNTech
Mexico,31/1/21,673327,Pfizer/BioNTech
Mexico,1/2/21,675202,Pfizer/BioNTech
Mexico,2/2/21,677539,Pfizer/BioNTech
Mexico,3/2/21,686601,Pfizer/BioNTech
Mexico,4/2/21,695088,Pfizer/BioNTech
Mexico,5/2/21,700316,Pfizer/BioNTech
Mexico,6/2/21,710198,Pfizer/BioNTech
Monaco,30/12/20,0,Pfizer/BioNTech
Monaco,31/12/20,,Pfizer/BioNTech
Monaco,1/1/21,,Pfizer/BioNTech
Monaco,2/1/21,,Pfizer/BioNTech
Monaco,3/1/21,,Pfizer/BioNTech
Monaco,4/1/21,,Pfizer/BioNTech
Monaco,5/1/21,,Pfizer/BioNTech
Monaco,6/1/21,,Pfizer/BioNTech
Monaco,7/1/21,,Pfizer/BioNTech
Monaco,8/1/21,,Pfizer/BioNTech
Monaco,9/1/21,,Pfizer/BioNTech
Monaco,10/1/21,,Pfizer/BioNTech
Monaco,11/1/21,,Pfizer/BioNTech
Monaco,12/1/21,,Pfizer/BioNTech
Monaco,13/1/21,,Pfizer/BioNTech
Monaco,14/1/21,,Pfizer/BioNTech
Monaco,15/1/21,,Pfizer/BioNTech
Monaco,16/1/21,,Pfizer/BioNTech
Monaco,17/1/21,,Pfizer/BioNTech
Monaco,18/1/21,2400,Pfizer/BioNTech
Morocco,28/1/21,0,"Oxford/AstraZeneca, Sinopharm"
Morocco,29/1/21,,"Oxford/AstraZeneca, Sinopharm"
Morocco,30/1/21,90000,"Oxford/AstraZeneca, Sinopharm"
Morocco,31/1/21,126000,"Oxford/AstraZeneca, Sinopharm"
Morocco,1/2/21,200081,"Oxford/AstraZeneca, Sinopharm"
Morocco,2/2/21,257291,"Oxford/AstraZeneca, Sinopharm"
Morocco,3/2/21,308398,"Oxford/AstraZeneca, Sinopharm"
Morocco,4/2/21,351723,"Oxford/AstraZeneca, Sinopharm"
Morocco,5/2/21,408235,"Oxford/AstraZeneca, Sinopharm"
Morocco,6/2/21,463966,"Oxford/AstraZeneca, Sinopharm"
Myanmar,26/1/21,0,Oxford/AstraZeneca
Myanmar,27/1/21,3800,Oxford/AstraZeneca
Nepal,26/1/21,0,Oxford/AstraZeneca
Nepal,27/1/21,,Oxford/AstraZeneca
Nepal,28/1/21,,Oxford/AstraZeneca
Nepal,29/1/21,,Oxford/AstraZeneca
Nepal,30/1/21,,Oxford/AstraZeneca
Nepal,31/1/21,,Oxford/AstraZeneca
Nepal,1/2/21,113175,Oxford/AstraZeneca
Nepal,2/2/21,,Oxford/AstraZeneca
Nepal,3/2/21,,Oxford/AstraZeneca
Nepal,4/2/21,158487,Oxford/AstraZeneca
Netherlands,6/1/21,6000,"Moderna, Pfizer/BioNTech"
Netherlands,7/1/21,15000,"Moderna, Pfizer/BioNTech"
Netherlands,8/1/21,27000,"Moderna, Pfizer/BioNTech"
Netherlands,9/1/21,30000,"Moderna, Pfizer/BioNTech"
Netherlands,10/1/21,34000,"Moderna, Pfizer/BioNTech"
Netherlands,11/1/21,35500,"Moderna, Pfizer/BioNTech"
Netherlands,12/1/21,45000,"Moderna, Pfizer/BioNTech"
Netherlands,13/1/21,47000,"Moderna, Pfizer/BioNTech"
Netherlands,14/1/21,,"Moderna, Pfizer/BioNTech"
Netherlands,15/1/21,55000,"Moderna, Pfizer/BioNTech"
Netherlands,16/1/21,,"Moderna, Pfizer/BioNTech"
Netherlands,17/1/21,77000,"Moderna, Pfizer/BioNTech"
Netherlands,18/1/21,,"Moderna, Pfizer/BioNTech"
Netherlands,19/1/21,,"Moderna, Pfizer/BioNTech"
Netherlands,20/1/21,100000,"Moderna, Pfizer/BioNTech"
Netherlands,21/1/21,,"Moderna, Pfizer/BioNTech"
Netherlands,22/1/21,135000,"Moderna, Pfizer/BioNTech"
Netherlands,23/1/21,,"Moderna, Pfizer/BioNTech"
Netherlands,24/1/21,146612,"Moderna, Pfizer/BioNTech"
Netherlands,25/1/21,,"Moderna, Pfizer/BioNTech"
Netherlands,26/1/21,,"Moderna, Pfizer/BioNTech"
Netherlands,27/1/21,,"Moderna, Pfizer/BioNTech"
Netherlands,28/1/21,,"Moderna, Pfizer/BioNTech"
Netherlands,29/1/21,,"Moderna, Pfizer/BioNTech"
Netherlands,30/1/21,,"Moderna, Pfizer/BioNTech"
Netherlands,31/1/21,176286,"Moderna, Pfizer/BioNTech"
Netherlands,1/2/21,248055,"Moderna, Pfizer/BioNTech"
Netherlands,2/2/21,277275,"Moderna, Pfizer/BioNTech"
Netherlands,3/2/21,303702,"Moderna, Pfizer/BioNTech"
Netherlands,4/2/21,330494,"Moderna, Pfizer/BioNTech"
Netherlands,5/2/21,356517,"Moderna, Pfizer/BioNTech"
Netherlands,6/2/21,382975,"Moderna, Pfizer/BioNTech"
Northern Cyprus,14/1/21,0,"Pfizer/BioNTech, Sinovac"
Northern Cyprus,15/1/21,,"Pfizer/BioNTech, Sinovac"
Northern Cyprus,16/1/21,,"Pfizer/BioNTech, Sinovac"
Northern Cyprus,17/1/21,,"Pfizer/BioNTech, Sinovac"
Northern Cyprus,18/1/21,,"Pfizer/BioNTech, Sinovac"
Northern Cyprus,19/1/21,4968,"Pfizer/BioNTech, Sinovac"
Northern Cyprus,20/1/21,,"Pfizer/BioNTech, Sinovac"
Northern Cyprus,21/1/21,,"Pfizer/BioNTech, Sinovac"
Northern Cyprus,22/1/21,11000,"Pfizer/BioNTech, Sinovac"
Northern Ireland,13/12/20,3623,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,14/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,15/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,16/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,17/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,18/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,19/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,20/12/20,16068,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,21/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,22/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,23/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,24/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,25/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,26/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,27/12/20,31016,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,28/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,29/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,30/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,31/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,2/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,3/1/21,41956,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,4/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,5/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,6/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,7/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,8/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,9/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,10/1/21,91954,"Oxford/AstraZeneca, Pfizer/BioNTech"
