country,date,total_vaccinations,vaccines
Denmark,22/1/21,198176,"Moderna, Pfizer/BioNTech"
Denmark,23/1/21,206132,"Moderna, Pfizer/BioNTech"
Denmark,24/1/21,213405,"Moderna, Pfizer/BioNTech"
Denmark,25/1/21,216123,"Moderna, Pfizer/BioNTech"
Denmark,26/1/21,218110,"Moderna, Pfizer/BioNTech"
Denmark,27/1/21,222732,"Moderna, Pfizer/BioNTech"
Denmark,28/1/21,231104,"Moderna, Pfizer/BioNTech"
Denmark,29/1/21,250309,"Moderna, Pfizer/BioNTech"
Denmark,30/1/21,264649,"Moderna, Pfizer/BioNTech"
Denmark,31/1/21,278229,"Moderna, Pfizer/BioNTech"
Denmark,1/2/21,286692,"Moderna, Pfizer/BioNTech"
Denmark,2/2/21,291713,"Moderna, Pfizer/BioNTech"
Denmark,3/2/21,299475,"Moderna, Pfizer/BioNTech"
Denmark,4/2/21,311700,"Moderna, Pfizer/BioNTech"
Denmark,5/2/21,326109,"Moderna, Pfizer/BioNTech"
Ecuador,21/1/21,0,Pfizer/BioNTech
Ecuador,22/1/21,108,Pfizer/BioNTech
Ecuador,23/1/21,,Pfizer/BioNTech
Ecuador,24/1/21,,Pfizer/BioNTech
Ecuador,25/1/21,,Pfizer/BioNTech
Ecuador,26/1/21,,Pfizer/BioNTech
Ecuador,27/1/21,,Pfizer/BioNTech
Ecuador,28/1/21,2982,Pfizer/BioNTech
Ecuador,29/1/21,,Pfizer/BioNTech
Ecuador,30/1/21,,Pfizer/BioNTech
Ecuador,31/1/21,,Pfizer/BioNTech
Ecuador,1/2/21,,Pfizer/BioNTech
Ecuador,2/2/21,,Pfizer/BioNTech
Ecuador,3/2/21,,Pfizer/BioNTech
Ecuador,4/2/21,6228,Pfizer/BioNTech
Egypt,24/1/21,0,Sinopharm
Egypt,25/1/21,,Sinopharm
Egypt,26/1/21,,Sinopharm
Egypt,27/1/21,,Sinopharm
Egypt,28/1/21,,Sinopharm
Egypt,29/1/21,,Sinopharm
Egypt,30/1/21,1315,Sinopharm
England,13/12/20,55295,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,14/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,15/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,16/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,17/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,18/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,19/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,20/12/20,573306,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,21/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,22/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,23/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,24/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,25/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,26/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,27/12/20,840349,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,28/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,29/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,30/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,31/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,1/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,3/1/21,1189212,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,4/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,5/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,6/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,7/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,8/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,9/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,10/1/21,2333764,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,11/1/21,2474205,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,12/1/21,2661850,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,13/1/21,2910027,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,14/1/21,3189674,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,15/1/21,3514385,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,16/1/21,3791594,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,17/1/21,3947442,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,18/1/21,4118342,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,19/1/21,4419704,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,20/1/21,4740578,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,21/1/21,5100475,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,22/1/21,5526071,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,23/1/21,5970175,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,24/1/21,6169377,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,25/1/21,6405554,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,26/1/21,6665861,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,27/1/21,6918853,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,28/1/21,7263317,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,29/1/21,7701203,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,30/1/21,8251146,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,31/1/21,8543262,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,1/2/21,8825371,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2/2/21,9126930,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,3/2/21,9508006,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,4/2/21,9899043,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,5/2/21,10302620,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,28/12/20,207,Pfizer/BioNTech
Estonia,29/12/20,516,Pfizer/BioNTech
Estonia,30/12/20,884,Pfizer/BioNTech
Estonia,31/12/20,1907,Pfizer/BioNTech
Estonia,1/1/21,2487,Pfizer/BioNTech
Estonia,2/1/21,,Pfizer/BioNTech
Estonia,3/1/21,2517,Pfizer/BioNTech
Estonia,4/1/21,2535,Pfizer/BioNTech
Estonia,5/1/21,3188,Pfizer/BioNTech
Estonia,6/1/21,5009,Pfizer/BioNTech
Estonia,7/1/21,6632,Pfizer/BioNTech
Estonia,8/1/21,7973,Pfizer/BioNTech
Estonia,9/1/21,10197,Pfizer/BioNTech
Estonia,10/1/21,10749,Pfizer/BioNTech
Estonia,11/1/21,10972,Pfizer/BioNTech
Estonia,12/1/21,11896,Pfizer/BioNTech
Estonia,13/1/21,13481,Pfizer/BioNTech
Estonia,14/1/21,14879,Pfizer/BioNTech
Estonia,15/1/21,16677,Pfizer/BioNTech
Estonia,16/1/21,17959,Pfizer/BioNTech
Estonia,17/1/21,18179,Pfizer/BioNTech
Estonia,18/1/21,18275,Pfizer/BioNTech
Estonia,19/1/21,19315,Pfizer/BioNTech
Estonia,20/1/21,20478,Pfizer/BioNTech
Estonia,21/1/21,21985,Pfizer/BioNTech
Estonia,22/1/21,24196,Pfizer/BioNTech
Estonia,23/1/21,25704,Pfizer/BioNTech
Estonia,24/1/21,25964,Pfizer/BioNTech
Estonia,25/1/21,26126,Pfizer/BioNTech
Estonia,26/1/21,27180,Pfizer/BioNTech
Estonia,27/1/21,29594,Pfizer/BioNTech
Estonia,28/1/21,31629,Pfizer/BioNTech
Estonia,29/1/21,34019,Pfizer/BioNTech
Estonia,30/1/21,37230,Pfizer/BioNTech
Estonia,31/1/21,38055,Pfizer/BioNTech
Estonia,1/2/21,38594,Pfizer/BioNTech
Estonia,2/2/21,40217,Pfizer/BioNTech
Estonia,3/2/21,43000,Pfizer/BioNTech
Estonia,4/2/21,46194,Pfizer/BioNTech
Estonia,5/2/21,49798,Pfizer/BioNTech
Estonia,6/2/21,52868,Pfizer/BioNTech
Faeroe Islands,29/1/21,3994,Pfizer/BioNTech
Faeroe Islands,30/1/21,,Pfizer/BioNTech
Faeroe Islands,31/1/21,,Pfizer/BioNTech
Faeroe Islands,1/2/21,,Pfizer/BioNTech
Faeroe Islands,2/2/21,,Pfizer/BioNTech
Faeroe Islands,3/2/21,,Pfizer/BioNTech
Faeroe Islands,4/2/21,,Pfizer/BioNTech
Faeroe Islands,5/2/21,,Pfizer/BioNTech
Faeroe Islands,6/2/21,4657,Pfizer/BioNTech
Finland,31/12/20,1767,Pfizer/BioNTech
Finland,1/1/21,,Pfizer/BioNTech
Finland,2/1/21,,Pfizer/BioNTech
Finland,3/1/21,,Pfizer/BioNTech
Finland,4/1/21,3604,Pfizer/BioNTech
Finland,5/1/21,5445,Pfizer/BioNTech
Finland,6/1/21,,Pfizer/BioNTech
Finland,7/1/21,8155,Pfizer/BioNTech
Finland,8/1/21,11135,Pfizer/BioNTech
Finland,9/1/21,,Pfizer/BioNTech
Finland,10/1/21,,Pfizer/BioNTech
Finland,11/1/21,14196,Pfizer/BioNTech
Finland,12/1/21,17617,Pfizer/BioNTech
Finland,13/1/21,23126,Pfizer/BioNTech
Finland,14/1/21,33033,Pfizer/BioNTech
Finland,15/1/21,43143,Pfizer/BioNTech
Finland,16/1/21,,Pfizer/BioNTech
Finland,17/1/21,,Pfizer/BioNTech
Finland,18/1/21,54568,Pfizer/BioNTech
Finland,19/1/21,55824,Pfizer/BioNTech
Finland,20/1/21,62061,Pfizer/BioNTech
Finland,21/1/21,78300,Pfizer/BioNTech
Finland,22/1/21,91260,Pfizer/BioNTech
Finland,23/1/21,,Pfizer/BioNTech
Finland,24/1/21,,Pfizer/BioNTech
Finland,25/1/21,110651,Pfizer/BioNTech
Finland,26/1/21,117007,Pfizer/BioNTech
Finland,27/1/21,126910,Pfizer/BioNTech
Finland,28/1/21,138323,Pfizer/BioNTech
Finland,29/1/21,151790,Pfizer/BioNTech
Finland,30/1/21,162277,Pfizer/BioNTech
Finland,31/1/21,,Pfizer/BioNTech
Finland,1/2/21,163760,Pfizer/BioNTech
Finland,2/2/21,163973,Pfizer/BioNTech
Finland,3/2/21,173372,Pfizer/BioNTech
Finland,4/2/21,193917,Pfizer/BioNTech
Finland,5/2/21,207303,Pfizer/BioNTech
Finland,6/2/21,217844,Pfizer/BioNTech
France,27/12/20,13,"Moderna, Pfizer/BioNTech"
France,28/12/20,52,"Moderna, Pfizer/BioNTech"
France,29/12/20,138,"Moderna, Pfizer/BioNTech"
France,30/12/20,237,"Moderna, Pfizer/BioNTech"
France,31/12/20,316,"Moderna, Pfizer/BioNTech"
France,1/1/21,325,"Moderna, Pfizer/BioNTech"
France,2/1/21,367,"Moderna, Pfizer/BioNTech"
France,3/1/21,441,"Moderna, Pfizer/BioNTech"
France,4/1/21,1800,"Moderna, Pfizer/BioNTech"
France,5/1/21,6744,"Moderna, Pfizer/BioNTech"
France,6/1/21,17064,"Moderna, Pfizer/BioNTech"
France,7/1/21,43282,"Moderna, Pfizer/BioNTech"
France,8/1/21,76022,"Moderna, Pfizer/BioNTech"
France,9/1/21,86315,"Moderna, Pfizer/BioNTech"
France,10/1/21,91629,"Moderna, Pfizer/BioNTech"
France,11/1/21,125412,"Moderna, Pfizer/BioNTech"
France,12/1/21,179119,"Moderna, Pfizer/BioNTech"
France,13/1/21,235786,"Moderna, Pfizer/BioNTech"
France,14/1/21,306206,"Moderna, Pfizer/BioNTech"
France,15/1/21,364846,"Moderna, Pfizer/BioNTech"
France,16/1/21,382326,"Moderna, Pfizer/BioNTech"
France,17/1/21,391910,"Moderna, Pfizer/BioNTech"
France,18/1/21,468073,"Moderna, Pfizer/BioNTech"
France,19/1/21,585735,"Moderna, Pfizer/BioNTech"
France,20/1/21,708973,"Moderna, Pfizer/BioNTech"
France,21/1/21,850380,"Moderna, Pfizer/BioNTech"
France,22/1/21,959716,"Moderna, Pfizer/BioNTech"
France,23/1/21,995147,"Moderna, Pfizer/BioNTech"
France,24/1/21,1003968,"Moderna, Pfizer/BioNTech"
France,25/1/21,1075045,"Moderna, Pfizer/BioNTech"
France,26/1/21,1171264,"Moderna, Pfizer/BioNTech"
France,27/1/21,1274711,"Moderna, Pfizer/BioNTech"
France,28/1/21,1396881,"Moderna, Pfizer/BioNTech"
France,29/1/21,1494643,"Moderna, Pfizer/BioNTech"
France,30/1/21,1525377,"Moderna, Pfizer/BioNTech"
France,31/1/21,1533630,"Moderna, Pfizer/BioNTech"
France,1/2/21,1609072,"Moderna, Pfizer/BioNTech"
France,2/2/21,1717385,"Moderna, Pfizer/BioNTech"
France,3/2/21,1825982,"Moderna, Pfizer/BioNTech"
France,4/2/21,1962126,"Moderna, Pfizer/BioNTech"
France,5/2/21,2077037,"Moderna, Pfizer/BioNTech"
Germany,27/12/20,23900,"Moderna, Pfizer/BioNTech"
Germany,28/12/20,43734,"Moderna, Pfizer/BioNTech"
Germany,29/12/20,87148,"Moderna, Pfizer/BioNTech"
Germany,30/12/20,144903,"Moderna, Pfizer/BioNTech"
Germany,31/12/20,182960,"Moderna, Pfizer/BioNTech"
Germany,1/1/21,207452,"Moderna, Pfizer/BioNTech"
Germany,2/1/21,258223,"Moderna, Pfizer/BioNTech"
Germany,3/1/21,283420,"Moderna, Pfizer/BioNTech"
Germany,4/1/21,332306,"Moderna, Pfizer/BioNTech"
Germany,5/1/21,384445,"Moderna, Pfizer/BioNTech"
Germany,6/1/21,442766,"Moderna, Pfizer/BioNTech"
Germany,7/1/21,501341,"Moderna, Pfizer/BioNTech"
Germany,8/1/21,561291,"Moderna, Pfizer/BioNTech"
Germany,9/1/21,617700,"Moderna, Pfizer/BioNTech"
Germany,10/1/21,650941,"Moderna, Pfizer/BioNTech"
Germany,11/1/21,716531,"Moderna, Pfizer/BioNTech"
Germany,12/1/21,798423,"Moderna, Pfizer/BioNTech"
Germany,13/1/21,896773,"Moderna, Pfizer/BioNTech"
Germany,14/1/21,997203,"Moderna, Pfizer/BioNTech"
Germany,15/1/21,1089972,"Moderna, Pfizer/BioNTech"
Germany,16/1/21,1146769,"Moderna, Pfizer/BioNTech"
Germany,17/1/21,1191597,"Moderna, Pfizer/BioNTech"
Germany,18/1/21,1265746,"Moderna, Pfizer/BioNTech"
Germany,19/1/21,1359733,"Moderna, Pfizer/BioNTech"
Germany,20/1/21,1487796,"Moderna, Pfizer/BioNTech"
Germany,21/1/21,1582170,"Moderna, Pfizer/BioNTech"
Germany,22/1/21,1696053,"Moderna, Pfizer/BioNTech"
Germany,23/1/21,1786894,"Moderna, Pfizer/BioNTech"
Germany,24/1/21,1852366,"Moderna, Pfizer/BioNTech"
Germany,25/1/21,1948538,"Moderna, Pfizer/BioNTech"
Germany,26/1/21,2050036,"Moderna, Pfizer/BioNTech"
Germany,27/1/21,2160609,"Moderna, Pfizer/BioNTech"
Germany,28/1/21,2259749,"Moderna, Pfizer/BioNTech"
Germany,29/1/21,2368047,"Moderna, Pfizer/BioNTech"
Germany,30/1/21,2452659,"Moderna, Pfizer/BioNTech"
Germany,31/1/21,2514878,"Moderna, Pfizer/BioNTech"
Germany,1/2/21,2627298,"Moderna, Pfizer/BioNTech"
Germany,2/2/21,2750197,"Moderna, Pfizer/BioNTech"
Germany,3/2/21,2879446,"Moderna, Pfizer/BioNTech"
Germany,4/2/21,3005100,"Moderna, Pfizer/BioNTech"
Germany,5/2/21,3116122,"Moderna, Pfizer/BioNTech"
Gibraltar,10/1/21,420,Pfizer/BioNTech
Gibraltar,11/1/21,1445,Pfizer/BioNTech
Gibraltar,12/1/21,2501,Pfizer/BioNTech
Gibraltar,13/1/21,,Pfizer/BioNTech
Gibraltar,14/1/21,,Pfizer/BioNTech
Gibraltar,15/1/21,5135,Pfizer/BioNTech
Gibraltar,16/1/21,5847,Pfizer/BioNTech
Gibraltar,17/1/21,5847,Pfizer/BioNTech
Gibraltar,18/1/21,6435,Pfizer/BioNTech
Gibraltar,19/1/21,7017,Pfizer/BioNTech
Gibraltar,20/1/21,7017,Pfizer/BioNTech
Gibraltar,21/1/21,7947,Pfizer/BioNTech
Gibraltar,22/1/21,8877,Pfizer/BioNTech
Gibraltar,23/1/21,9807,Pfizer/BioNTech
Gibraltar,24/1/21,10341,Pfizer/BioNTech
Gibraltar,25/1/21,10539,Pfizer/BioNTech
Gibraltar,26/1/21,11073,Pfizer/BioNTech
Gibraltar,27/1/21,11607,Pfizer/BioNTech
Gibraltar,28/1/21,12332,Pfizer/BioNTech
Gibraltar,29/1/21,12866,Pfizer/BioNTech
Gibraltar,30/1/21,12866,Pfizer/BioNTech
Gibraltar,31/1/21,13286,Pfizer/BioNTech
Gibraltar,1/2/21,14299,Pfizer/BioNTech
Gibraltar,2/2/21,15391,Pfizer/BioNTech
Gibraltar,3/2/21,16177,Pfizer/BioNTech
Gibraltar,4/2/21,17189,Pfizer/BioNTech
Gibraltar,5/2/21,18274,Pfizer/BioNTech
Greece,28/12/20,447,Pfizer/BioNTech
Greece,29/12/20,1077,Pfizer/BioNTech
Greece,30/12/20,1722,Pfizer/BioNTech
Greece,31/12/20,2339,Pfizer/BioNTech
Greece,1/1/21,2603,Pfizer/BioNTech
Greece,2/1/21,3149,Pfizer/BioNTech
Greece,3/1/21,3869,Pfizer/BioNTech
Greece,4/1/21,10327,Pfizer/BioNTech
Greece,5/1/21,16631,Pfizer/BioNTech
Greece,6/1/21,20616,Pfizer/BioNTech
Greece,7/1/21,26445,Pfizer/BioNTech
Greece,8/1/21,35272,Pfizer/BioNTech
Greece,9/1/21,40427,Pfizer/BioNTech
Greece,10/1/21,44645,Pfizer/BioNTech
Greece,11/1/21,50045,Pfizer/BioNTech
Greece,12/1/21,56475,Pfizer/BioNTech
Greece,13/1/21,64932,Pfizer/BioNTech
Greece,14/1/21,70960,Pfizer/BioNTech
Greece,15/1/21,75412,Pfizer/BioNTech
Greece,16/1/21,80391,Pfizer/BioNTech
Greece,17/1/21,,Pfizer/BioNTech
Greece,18/1/21,85898,Pfizer/BioNTech
Greece,19/1/21,94454,Pfizer/BioNTech
Greece,20/1/21,109831,Pfizer/BioNTech
Greece,21/1/21,125928,Pfizer/BioNTech
Greece,22/1/21,143877,Pfizer/BioNTech
Greece,23/1/21,160101,Pfizer/BioNTech
Greece,24/1/21,,Pfizer/BioNTech
Greece,25/1/21,179951,Pfizer/BioNTech
Greece,26/1/21,197755,Pfizer/BioNTech
Greece,27/1/21,216040,Pfizer/BioNTech
Greece,28/1/21,234285,Pfizer/BioNTech
Greece,29/1/21,253363,Pfizer/BioNTech
Greece,30/1/21,271287,Pfizer/BioNTech
Greece,31/1/21,,Pfizer/BioNTech
Greece,1/2/21,293817,Pfizer/BioNTech
Greece,2/2/21,315628,Pfizer/BioNTech
Greece,3/2/21,338122,Pfizer/BioNTech
Greece,4/2/21,359723,Pfizer/BioNTech
Greece,5/2/21,380136,Pfizer/BioNTech
Greece,6/2/21,397857,Pfizer/BioNTech
Greenland,27/1/21,2584,Pfizer/BioNTech
Guernsey,24/1/21,6673,Pfizer/BioNTech
Hungary,28/12/20,1094,Pfizer/BioNTech
Hungary,29/12/20,2461,Pfizer/BioNTech
Hungary,30/12/20,3789,Pfizer/BioNTech
Hungary,31/12/20,5110,Pfizer/BioNTech
Hungary,1/1/21,,Pfizer/BioNTech
Hungary,2/1/21,,Pfizer/BioNTech
Hungary,3/1/21,12000,Pfizer/BioNTech
Hungary,4/1/21,15000,Pfizer/BioNTech
Hungary,5/1/21,21000,Pfizer/BioNTech
Hungary,6/1/21,31500,Pfizer/BioNTech
Hungary,7/1/21,42549,Pfizer/BioNTech
Hungary,8/1/21,,Pfizer/BioNTech
Hungary,9/1/21,,Pfizer/BioNTech
Hungary,10/1/21,71000,Pfizer/BioNTech
Hungary,11/1/21,78579,Pfizer/BioNTech
Hungary,12/1/21,86929,Pfizer/BioNTech
Hungary,13/1/21,96101,Pfizer/BioNTech
Hungary,14/1/21,105728,Pfizer/BioNTech
Hungary,15/1/21,112847,Pfizer/BioNTech
Hungary,16/1/21,119944,Pfizer/BioNTech
Hungary,17/1/21,123188,Pfizer/BioNTech
Hungary,18/1/21,131332,Pfizer/BioNTech
Hungary,19/1/21,133257,Pfizer/BioNTech
Hungary,20/1/21,138584,Pfizer/BioNTech
Hungary,21/1/21,144798,Pfizer/BioNTech
Hungary,22/1/21,150128,Pfizer/BioNTech
Hungary,23/1/21,153392,Pfizer/BioNTech
Hungary,24/1/21,156098,Pfizer/BioNTech
Hungary,25/1/21,162315,Pfizer/BioNTech
Hungary,26/1/21,170476,Pfizer/BioNTech
Hungary,27/1/21,187508,Pfizer/BioNTech
Hungary,28/1/21,213010,Pfizer/BioNTech
Hungary,29/1/21,247889,Pfizer/BioNTech
Hungary,30/1/21,278830,Pfizer/BioNTech
Hungary,31/1/21,299138,Pfizer/BioNTech
Hungary,1/2/21,311662,Pfizer/BioNTech
Hungary,2/2/21,322306,Pfizer/BioNTech
Hungary,3/2/21,334130,Pfizer/BioNTech
Hungary,4/2/21,357303,Pfizer/BioNTech
Hungary,5/2/21,381062,Pfizer/BioNTech
Hungary,6/2/21,391621,Pfizer/BioNTech
Iceland,30/12/20,4875,"Moderna, Pfizer/BioNTech"
Iceland,31/12/20,,"Moderna, Pfizer/BioNTech"
Iceland,1/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,2/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,3/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,4/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,5/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,6/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,7/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,8/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,9/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,10/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,11/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,12/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,13/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,14/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,15/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,16/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,17/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,18/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,19/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,20/1/21,6205,"Moderna, Pfizer/BioNTech"
Iceland,21/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,22/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,23/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,24/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,25/1/21,15220,"Moderna, Pfizer/BioNTech"
Iceland,26/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,27/1/21,15522,"Moderna, Pfizer/BioNTech"
Iceland,28/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,29/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,30/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,31/1/21,,"Moderna, Pfizer/BioNTech"
Iceland,1/2/21,,"Moderna, Pfizer/BioNTech"
Iceland,2/2/21,,"Moderna, Pfizer/BioNTech"
Iceland,3/2/21,16951,"Moderna, Pfizer/BioNTech"
Iceland,4/2/21,,"Moderna, Pfizer/BioNTech"
Iceland,5/2/21,17515,"Moderna, Pfizer/BioNTech"
India,15/1/21,0,"Covaxin, Oxford/AstraZeneca"
India,16/1/21,191181,"Covaxin, Oxford/AstraZeneca"
India,17/1/21,224301,"Covaxin, Oxford/AstraZeneca"
India,18/1/21,454049,"Covaxin, Oxford/AstraZeneca"
India,19/1/21,674835,"Covaxin, Oxford/AstraZeneca"
India,20/1/21,806484,"Covaxin, Oxford/AstraZeneca"
India,21/1/21,1043534,"Covaxin, Oxford/AstraZeneca"
India,22/1/21,1390592,"Covaxin, Oxford/AstraZeneca"
India,23/1/21,1582201,"Covaxin, Oxford/AstraZeneca"
India,24/1/21,1615504,"Covaxin, Oxford/AstraZeneca"
India,25/1/21,2023809,"Covaxin, Oxford/AstraZeneca"
India,26/1/21,2029480,"Covaxin, Oxford/AstraZeneca"
India,27/1/21,2355979,"Covaxin, Oxford/AstraZeneca"
India,28/1/21,2928053,"Covaxin, Oxford/AstraZeneca"
India,29/1/21,3500027,"Covaxin, Oxford/AstraZeneca"
India,30/1/21,3744334,"Covaxin, Oxford/AstraZeneca"
India,31/1/21,3758843,"Covaxin, Oxford/AstraZeneca"
India,1/2/21,3950156,"Covaxin, Oxford/AstraZeneca"
India,2/2/21,4138918,"Covaxin, Oxford/AstraZeneca"
India,3/2/21,4449552,"Covaxin, Oxford/AstraZeneca"
India,4/2/21,4959445,"Covaxin, Oxford/AstraZeneca"
India,5/2/21,5416849,"Covaxin, Oxford/AstraZeneca"
India,6/2/21,5775322,"Covaxin, Oxford/AstraZeneca"
Indonesia,12/1/21,0,Sinovac
Indonesia,13/1/21,,Sinovac
Indonesia,14/1/21,,Sinovac
Indonesia,15/1/21,,Sinovac
Indonesia,16/1/21,,Sinovac
Indonesia,17/1/21,,Sinovac
Indonesia,18/1/21,,Sinovac
Indonesia,19/1/21,,Sinovac
Indonesia,20/1/21,,Sinovac
Indonesia,21/1/21,,Sinovac
Indonesia,22/1/21,132000,Sinovac
Indonesia,23/1/21,,Sinovac
Indonesia,24/1/21,149242,Sinovac
Indonesia,25/1/21,161959,Sinovac
Indonesia,26/1/21,245685,Sinovac
Indonesia,27/1/21,308003,Sinovac
Indonesia,28/1/21,373786,Sinovac
Indonesia,29/1/21,416299,Sinovac
Indonesia,30/1/21,502955,Sinovac
Indonesia,31/1/21,515681,Sinovac
Indonesia,1/2/21,574938,Sinovac
Indonesia,2/2/21,648259,Sinovac
Indonesia,3/2/21,717647,Sinovac
Indonesia,4/2/21,796819,Sinovac
Indonesia,5/2/21,865609,Sinovac
Indonesia,6/2/21,914303,Sinovac
Ireland,31/12/20,1800,Pfizer/BioNTech
Ireland,1/1/21,,Pfizer/BioNTech
Ireland,2/1/21,,Pfizer/BioNTech
Ireland,3/1/21,,Pfizer/BioNTech
Ireland,4/1/21,4000,Pfizer/BioNTech
Ireland,5/1/21,,Pfizer/BioNTech
Ireland,6/1/21,,Pfizer/BioNTech
Ireland,7/1/21,15314,Pfizer/BioNTech
Ireland,8/1/21,,Pfizer/BioNTech
Ireland,9/1/21,,Pfizer/BioNTech
Ireland,10/1/21,40000,Pfizer/BioNTech
Ireland,11/1/21,,Pfizer/BioNTech
Ireland,12/1/21,,Pfizer/BioNTech
Ireland,13/1/21,77303,Pfizer/BioNTech
Ireland,14/1/21,,Pfizer/BioNTech
Ireland,15/1/21,,Pfizer/BioNTech
Ireland,16/1/21,,Pfizer/BioNTech
Ireland,17/1/21,94000,Pfizer/BioNTech
Ireland,18/1/21,,Pfizer/BioNTech
Ireland,19/1/21,,Pfizer/BioNTech
Ireland,20/1/21,121900,Pfizer/BioNTech
Ireland,21/1/21,,Pfizer/BioNTech
Ireland,22/1/21,,Pfizer/BioNTech
Ireland,23/1/21,,Pfizer/BioNTech
Ireland,24/1/21,143000,Pfizer/BioNTech
Ireland,25/1/21,,Pfizer/BioNTech
Ireland,26/1/21,,Pfizer/BioNTech
Ireland,27/1/21,161500,Pfizer/BioNTech
Ireland,28/1/21,,Pfizer/BioNTech
Ireland,29/1/21,,Pfizer/BioNTech
